Filename,date,orientation,Test speed,powder mix,Max Stress (MPa),Elongation at break (%),Modulus (MPa),Cross Section Area (mm^2)
250212_00_600mm_80_20_segment2.csv,250212,00,600mm,20,8.90623334765793,285.17556521739135,1.0524614837674033,46.54
250212_00_600mm_80_20_segment3.csv,250212,00,600mm,20,8.756630154639176,261.64791304347824,1.0456985243062678,46.56
250212_00_600mm_80_20_segment4.csv,250212,00,600mm,20,8.510523392437513,277.17095652173913,1.0720563842628266,46.81
250212_45_600mm_80_20_segment2.csv,250212,45,600mm,20,7.149859087652257,143.23930434782608,0.9392557706581695,41.87
250212_45_600mm_80_20_segment3.csv,250212,45,600mm,20,7.370603592814371,145.81652173913042,0.9965459080389167,41.75
250212_45_600mm_80_20_segment4.csv,250212,45,600mm,20,7.098379219535551,146.09504347826086,0.920645144570136,41.77
250212_90_600mm_80_20_segment2.csv,250212,90,600mm,20,6.013719555450462,75.67921739130435,0.9446200458438514,42.29
250212_90_600mm_80_20_segment3.csv,250212,90,600mm,20,6.662607539874334,82.98400000000001,1.0573981652282145,41.38
250212_90_600mm_80_20_segment4.csv,250212,90,600mm,20,5.583309196234612,62.13208695652174,0.9455990942195095,41.43
250212_90_600mm_80_20_segment5.csv,250212,90,600mm,20,6.338434573829532,73.11869565217391,1.0183165803915863,41.65
250423_30_600mm_80_20_segment2.csv,250423,30,600mm,20,7.385149890324152,105.80034782608696,0.9220392248101255,41.03
250423_30_600mm_80_20_segment3.csv,250423,30,600mm,20,7.930774959273911,124.6695652173913,1.1201499386556582,42.97
250423_30_600mm_80_20_segment4.csv,250423,30,600mm,20,7.674824060865429,135.83765217391303,1.0706534640009793,42.06
250423_60_600mm_80_20_segment2.csv,250423,60,600mm,20,5.242078966609798,37.478521739130436,0.9298665407039934,41.03
250423_60_600mm_80_20_segment3.csv,250423,60,600mm,20,5.00933209215732,36.25565217391304,0.9359221354038297,42.97
